,chosun_word_before,chosun_word_after,kyunghyang_word_before,kyunghyang_word_after
10359,피상,반향,분할,성실
10360,육아,Factory,검은색,일침
10361,구매,오도,세수펑크,정무수석비서관
10362,스탠더드,회의론자들,상자,거역
10363,배식,불면,7대,0.78%
10364,고위공직자범죄수사처,여자,견해,5위
10365,돈내수,서프라이즈,서적,90%대
10366,차림,이진우,생살여탈권,국민권익위원회
10367,국회선진화법,학회,파괴자,이스턴
10368,플레이어,권한대행직,공권력,예단
10369,이자,도덕성,거주자,문씨
10370,공소유지,밤샘,서울대학교,고액체납자
10371,몰살,극소수,트루먼,학계
10372,인쇄,광대,2전,도약
10373,이웃사촌,한국부동산원,부실,당리
10374,국정원장,mutual,포퓰리즘,실효성
10375,찬송가,不破不立,접촉면,어머니
10376,알바하,선임,홀로코스트,포어랜더
10377,중선거제,옥중,아호,편파
10378,성명,5강,제한적,68%
10379,사법사,피력,키세스,벼락거지
10380,영어,탈아입구,재건,승전보
10381,1973년,나무,KTX,공휴일
10382,24만,14억,용산구,김용군
10383,빨갱이,지속성,상권,박상돈
10384,중소기업들,마에지마,전형,만인
10385,박빙,교통비,결판,대구경실련
10386,제일,우주,MBC라디오,국가권력
10387,빈축,기습,신경전,사이버
10388,무대,권승렬,후신,여념
10389,코리아,플레이,그로브스,장년
10390,롯데마트,김건,맥아더,진대
10391,특별위원회,대민,HTS,하병필
10392,인명,6.8%,관리,7736표
10393,김정일,수정,정승윤,대선특별당규준비위
10394,어부,6~7위,바인더,개표상황표확인석
10395,엑스톡,주필,특례,정당해산심판
10396,광물,19개,44%,춘추전국
10397,테니스장,비상계엄하,신발주머니,41페이지
10398,감염병,인사청문회,성립,사후
10399,창시자,Loyalty,태스크포스,해양안보
10400,폭격,계엄법,새날,관점들
10401,쌍방,유엔,경제민주화,입시
10402,이병진,배현진,제럴드,광주시의회
10403,대만연구소,임명권,소용돌이,필두
10404,대통령들,최장,표본오차,이건태
10405,격침,천거,총사퇴,명품백
10406,공영방송,괴담꾼,본색,득표력
10407,항저우,원금,김창범,기술적
10408,11.2%,의료,역사관,직권
10409,으름장,용인시,플로리다주,국민주권당
10410,폭풍,5일,트렌,민법
10411,최적,종료,통제,노태악
10412,답글,설날,변호,난입
10413,트럼프가,인민,증손녀,작업반
10414,로드,담론,잘잘못,보탬
10415,울림,거대,100대,추모시
10416,정영환,나스닥,선입견,경각심
10417,어뢰,반기문,접점,권리행위
10418,봉준호,42일,강세,적신호
10419,정진상,도전자,형평,부지불식간
10420,시한,종목들,김석기,오늘부
10421,고정관념,통합형,국가재정운용계획,이씨
10422,투명,일성,종속,계엄포고
10423,국제노동기구,대행께,핑계,왜곡죄
10424,악화,상병,영토,각종
10425,정상급,반시장,무작위전화,첨단과학
10426,세부안,일반인들,눈송이,희생자분들
10427,불문가지,불화,권역,비밀
10428,처분,1270표,전종덕,매진
10429,간호자,4개월,김희숙,충청권역
10430,소대,경기도정,언명,참가자
10431,소행,아서,고립,이선애
10432,간과,김두규,이춘석,안남고
10433,예일대,자존심,농업,공간적
10434,수령,제헌국회,서울신학대,위헌적
10435,군중,48.7%,패잔병,지능
10436,접촉,개념,정부세종청사,사무국장
10437,신파,반대신문,재집권,12.03
10438,의워킹,청주,신수정,광명
10439,23.2%,생태계,2015년,김능구
10440,존폐,학생들,겨냥,막차
10441,단일,뉴스파이팅,6조,8차례
10442,이헌승,방화,외침,부칙
10443,호주,이중,다윗,이광재
10444,세입,예선전,야만성,미래세력
10445,대표실,페이지씩,학벌,20여년
10446,강대국들,담임,전만권,프라이머리
10447,동력,AGI,수고,선정
10448,불법화,일미,윈스턴,연동
10449,낭패,경남지사,456명,행정관료
10450,체계적,49세,중반,강제송환
10451,권대철,법률위원장,난수표,대통령놀이
10452,뒷산,당원존,맥락들,경제협력개발기수
10453,허위사실,전철,공황,동작구민들
10454,감찰관실,정씨,50개월,2024년
10455,타결,진보당,헌재법,44.12%
10456,이재열,김구계,야만,긴즈버그
10457,소재지,K-이니셔티브,이현택,헌법전문
10458,참전,농어촌,공소사실,제천
10459,조헌영,합치,응시,신청인
10460,공략,구조물,손바닥,외상
10461,무관심,가드레일,정파적,추모
10462,명목,보증,홍장원,격변
10463,法制化,루비오,경기도청,99만
10464,국제원자력기구,작심,양자대결,환산
10465,2.7배,비통,비우호국,상업화
10466,선거권자,지대공,사흘,금색
10467,조용술,비이재명계,출산,포스코
10468,당내부,市政,테콜루카,필자
10469,류현우,앤펄스,이재정,19.0%
10470,재입성,Lyon,주총,비난
10471,14기,용산구,은연중,박재홍
10472,초선의원들,무제한,올인,상급종합병원
10473,통계,학사장교,동작,검사들
10474,홍기용,요건,공보,정치문화
10475,단위,내년,성직자부,이석연
10476,지표,응원봉,성남시장,세계사
10477,김상균,3.7%,탑승,국민주권
10478,종부세,발길,하청,불면증
10479,토요일,경남도,간과,인사말
10480,탄핵안,비판적,2011년,국민인식조사
10481,의아,심계원장,권위자,존치
10482,한삼석,폭락,정보,신빙성
10483,수혈,농어업,이인영,4.25%
10484,머리속,마샬,남아,동창
10485,4단계,이천,단정,단일대오
10486,34건,여상,실추,신인도
10487,AI제이션,최루탄,중앙선거관리위원,탄핵소추안
10488,의용소방대원들,괴물정권,위헌정당해산국민운동본부,삼류기획
10489,3.1%,주가조작,임시방편,경제질서
10490,연금들,Marche,말로,상임공동대표
10491,분산,난파선,인원들,지휘소
10492,자본시장,담장,1달러,0.07%
10493,요술,판도,협약,난제
10494,감형,투신,권력욕,법복
10495,경력,청소,https://www.khan.co.kr/article/202503172028015/NUrl,코스피
10496,감찰,매가,서울양양선,송두환
10497,조선총독부,김수현,전농,정동
10498,58세,경호,지방정부,하준경
10499,조선인,이달,비이재명,거국
10500,사회주의,7일,협조,7인회
10501,137조,자유의식,이민선,감축
10502,손님,30차례,핵확산,대책들
10503,득표율,요량,석학,엄호
10504,결의대회,정치활동,촉각,롤플레잉
10505,각인,inspection,동해선,대통령지정기록물
10506,small,라이더,예고편,폭등
10507,결원,칼잡이,목현태,기적적
10508,https://edition.cnn.com/2025/03/30/politics/trump-third-term-methods/index.html/NUrl,Sharp,사법적,선거운동위원회
10509,친위쿠데타,해체수준,요구안,대선주
10510,근대,작품,비화폰,7시
10511,3차례,원심,민중총궐기투쟁본부,체포조
10512,창설,달가량,스타트업,우수
10513,대검,백사장,특별회계,악폐
10514,갈래,한화이글스,희박,멕시코
10515,국토교통부,피의자,폐업,NBC
10516,의결정족수,편집자들,셰인바움,손현보
10517,슬라이드,객원,입지,당무위원회
10518,신원,YS,이진동,순위
10519,고도,잔액,예산안,복직
10520,보조금,폴리스,https://www.khan.co.kr/article/202503251916001/NUrl,누적
10521,反中,48.4%,뜻밖,불기소
10522,리피엔,입법권,잔혹,혼선
10523,지급일,유예자,국운,잿밥
10524,변호인들,희희낙락,조종,무작위
10525,개봉,고동진,관습,MB
10526,공방전,떴다방,독재정권,모방
10527,수사기관들,공범자들,맞고발,행정력
10528,교유,2인자,출퇴근,양경수
10529,자중,세이브코리아,공범,탄핵소추단
10530,결심공판,공약들,신성장경제연구소,수렴
10531,포항,손절,갑질공화국,보도자료
10532,늑장,기획조정실장,최종적,정책위
10533,점령,소사이어티,김동아,반계엄
10534,불법시위,고용노동부,일기장,낙관
10535,타워,바위,불응,독고다이
10536,김용민,서울시의원,브라질,자초
10537,협치,점심,피로,반혁명
10538,40여명,39만,성공회대,백악관
10539,공천권,국민입법제,진보귀족,커뮤니티
10540,차규근,제3자,열흘간,1976년
10541,연습,60세,대원들,공장서
10542,조선민주주의인민공화국,정성호,합법성,정보공개센터
10543,세종청사,검투사,환경문제,세종의사당
10544,충청,입증,42.2%,최순실
10545,방지법,화학,온두라스,일기예보
10546,36분,노다,면접위원,하느님
10547,소설가,낙관론,역사발전,오버지펠
10548,임윤태,연구자들,지방자치단체,45년
10549,움직임,참여자,소령,557억
10550,자원,충정,무리들,이윤
10551,중형,성장동력,대사관,희토류
10552,find,주초,노래,회관
10553,KAMC,상고,2055년,갖가지
10554,정당학회장,정예팀,진영종,펼침막
10555,이번주,부탁말씀,운집,인도
10556,김선교,기정사실,11차례,자화상
10557,전술,36.6%,단일화,천막당사
10558,자료,인도양,천연가스,대한민국대사관
10559,일반특검법안,알렉시,다층,합동성
10560,34만,탕감,식사,위헌법률심판
10561,권역,1~2년,방어권,성주
10562,당국자,탈퇴,1.075%,전세
10563,노원구,인터넷,1처장,도파민
10564,인천,통용,살길,수성못
10565,南美,양곡관리법,평택,미온적
10566,사용자,당직자들,61%,제후들
10567,진보,획정,연단,3.5%
10568,10위,부산시의회,동성로,안정감
10569,도담,場外,의제,기업들
10570,이사회,200만,건축,의원총회
10571,자식들,범죄율,아프리카,진우스
10572,바웬사,교육,수감자,통찰력
10573,녹화장,김천시,조사국,노년층
10574,배상,국민건강보험,지부,740여개
10575,북방한계선,사당,30년,53.39%
10576,사내,조회,7년,미니버스
10577,궤변,반이,특임단,신장식
10578,난입,위법적,농업인,예외주의
10579,통할,공동화,구속영장,로스쿨
10580,한국개발연구원,정보본부,계파,12세
10581,폭침,정치심리학,인재개발원,개인들
10582,이민서,과학자,명태균씨,트나
10583,법학자들,저감,개혁방안,인치
10584,존재가치,HD현대,체력,칠곡
10585,송영길,80%,주간,보수화
10586,NLL,지역적,사회운동가,블랙리스트
10587,관계자들,백성,경계임무,지검
10588,凡人,일철우,내달,뉴라이트
10589,원전,21.67%,비상대응체제,대구시민
10590,속기록,7배,국제금융시장,계책
10591,의례적,갤럽,가중하,추경
10592,초양극,400만,만평,12시
10593,행정안전위,선사,민성심,흑자국
10594,포스터,영입,휘하,출입기자들
10595,자처,비영리단체,노상원,82분
10596,한한령,재해대책비,노무사,초과학
10597,경계,구스타보,교착상태,마틴
10598,전공,군림,문명사학자,문법
10599,레비츠키,포항제철,처지,장기
10600,조약,2011년,부대원,민주소방서
10601,투성이,데이식스,통행료,현대적
10602,따돌림,안동시,국민의례,재판연구원
10603,입산객,김지철,인력들,내년
10604,도널드,총괄특보단장,해임,애드리브
10605,만천하,영역,펜데믹,지역위원장
10606,국가원수,권위,장애인,대령
10607,나라들,의사당,Fight,일생
10608,오명,편집장,화해권,개혁의제
10609,문자메시지,맞고소,산책,대수
10610,용도,검찰권,역닉슨,허니문
10611,우재준,국가안전위해죄,서대문구,중계방송
10612,박근령씨,1999년,구체성,박범계
10613,탈북자들,크기,파기자판,경복궁역
10614,농산품,0.25%,중요시설들,활동가
10615,한참,성장성,점진적,착공식
10616,영사급,국무위원장,9만,시발
10617,arrest,그어,노출,폭력행위
10618,자유전사,방문,점선,적폐
10619,공적,배의철,지청,강간죄
10620,재야,갱단,이름하,속내
10621,49만,심경,5명,투표율
10622,박정현,위안부,김규현,다크호스
10623,유니콘,재연,괴테,경쟁적
10624,불임명,구호물자,표본,신호
10625,1위,나머지,실현,3축
10626,섭외,염려,사법권,시정연설
10627,강경,서울시립대,토칠로프스키,문신
10628,구제책,내기,두건,공간
10629,박차,우호적,각축,곤궁
10630,자긍심,승부처,대검찰청,I패스
10631,금천구,취약,골목상권,은행법
10632,엔터,지상,탄반,막상막
10633,원자력,청신호,정렬,4당
10634,쭉정이,보급,기부행위,협정안
10635,선정적,기획재정위원회,금남로,칭송
10636,완승,모드,비극,지지부진
10637,부정선거론,하금열,시민사회단체,항공모함
10638,유엔해양법,6가지,유추해석,리얼미터
10639,재정립,철봉,승진,무진
10640,임시정부,하급자,상륙주정,방미길
10641,한국외대,반미,내용적,신용
10642,세르게이,RE100,학문,63.85%
10643,추방,확립,57.52%,통상정책
10644,國父,체력,풍선,호감도
10645,해양법,타이거즈,국고손실죄,과학자
10646,반기업적,2.3%,공급자,호르몬
10647,이단,방증,성공적,필요조건
10648,집필,잠재성,감독,총기
10649,계획안,대출금,사설,격리
10650,바보,뉴스1,환수,김정일
10651,흥분,배웅,험로,핵무장론
10652,행진곡,전라남도당,온정주의적,연루설
10653,법관들,소장,공동체성,천문학적
10654,손학규,사심,이철승,시안
10655,속행,일들,헌법위반,경희대
10656,DRL,증액안,외계어,의정부
10657,부당,넬슨,사회위,뉴시스
10658,격화,결합,전환,뉴스레터
10659,예하,농어업재해보험법,경부선,선무당
10660,장애물,속보,다수연합,가관
10661,수에즈,배지,드라이버,장본인
10662,자유북한운동연합,미래당,단무지,자장
10663,애도,총알,저주,일시
10664,김해,리얼미터,칼럼니스트,형수네
10665,개인지분,ESTJ,징계위원회,비상행동
10666,피켓,상속세율,전북교원단체총연합회,KBS2
10667,패자,지자체별,휴식,jyj
10668,코바나콘텐츠,사회안전,30대,비약적
10669,일침,명칭,소수정당,출장
10670,극대화,차입금,모수조정안,핵무장
10671,과열,이기적,신뢰성,핵동력
10672,발광,속편,송진호,시정잡배
10673,여건,국민통합21,드라마,가액
10674,자충수,이재명씨,이주영,이화장
10675,개인연금,주민들,수사절차법,5인
10676,직선제,동작구민들,냉전,선거주기
10677,면담,우경화,팬데믹,국제무대
10678,회의서,징역형,266만,2030년
10679,신인,김영배,자본,증언
10680,재구속,면직,숙소,자유대학
10681,필두,무국,공동정부,물색
10682,기업가,범보수권,스토브,미래지향적
10683,8명,골치,트란,손영택
10684,대학생,사령부,선포도,피의
10685,제헌,완판,일면,출국
10686,이성윤,중대성,강남훈,중앙선거관리위원회
10687,피청구,단장,원자력발전,헌신적
10688,사법권,중대재해법,9%,식당
10689,이화장길,Defense,직장인,김성훈
10690,이상형,가치세,대국,4370만
10691,브라이언,요식,89.3,기득권
10692,베를린,개선장군,하노이시,실정
10693,일산,TK,산림청장,특검안
10694,日帝,공휴일,적반하장,2048년
10695,43만,고착화,화장실,주한미군
10696,대원칙,벌금형,중원,망국적
10697,강정순,운영방안,친이재명,25~26년
10698,변형,인체,유관,송언석
10699,금리,신병,교통경찰,총리직
10700,파악,맞불,이종배,절박감
10701,글로벌,수가,전국긴급집중행동,고소득
10702,서사,진흥,파트너들,적들
10703,동화면세점,감지,제2항,명일동
10704,클린턴,야자수,형님,감면
10705,友軍,담양,의대생,동아시아
10706,타파,극치,도적,최규하
10707,반시장적,불소추,power,자유애국시민
10708,추모,난제,https://www.khan.co.kr/article/202409041535001/NUrl,법원행정처
10709,겸허,외환,현안질,1980년대
10710,학술회의,삼고초려해,강구,7만
10711,불평,고난도,다들,지도하
10712,상급심,깜냥,세종,천착
10713,연금개혁,스콧,토건,악마화
10714,민주성,병원,시청,당선자
10715,재단,영주,태국군,농촌
10716,유동,테러리스트,용어,경호처장
10717,묘비,공소,경복궁,경영난
10718,전장,표지,황상무,묶음
10719,부대원들,국수본,특별법,38번
10720,중점,배신자,완력,개소식
10721,이미선,스피커,수사기록,외국인
10722,모욕,극단,근래,공방
10723,주립대,경영진,비서실장,매장
10724,진입,연착륙,판사들,선현들
10725,변모,시게루,부화뇌동,한민수
10726,박경미,이복현,레드라인,Spring
10727,와해,국민소득,이용우,권한대행자
10728,4배,경축,Nouvelle,선거관리
10729,김건희,조직법,비명,공제
10730,호형호제,클릭,공황상태,먹통
10731,건의,공여,김민웅,정책학
10732,노동사회위원회,일자리수석,청춘,우후죽순
10733,석사,실거래,대통령비서실,민주평화통일자문회의
10734,간첩선,국회가,공론조사,현수막
10735,서면협의,전보,무술특기자,채무
10736,기동대,해방,창원광장,정치가
10737,김경희,박희승,활동시한,조한창
10738,스파이들,강서구,음모론,모래
10739,12개,한국사,현직,유명
10740,식료품,남한,서울시교육청,제주시
10741,문화계,반송,예약,20%
10742,편입,재의결,origin,원희룡
10743,나위,통탄,점검체계,남원
10744,근시안적,방산수출진흥전략회의,김한범,체코슬로바키아
10745,바르델라,실근로시간,5,3.53%
10746,300회,신천지,대통령직,현안들
10747,무죄추정,사면권,위험천만,광주시
10748,지자체장들,졸업,의결권,성토
10749,대명사,적의,만델라,핵확산금지조약
10750,20~30년,동탄,투쟁방식,통상대응특위
10751,급수별,폐족,윤석열퇴진대구시,덕담
10752,4~6시,9개,여당도,실리
10753,코걸이,비대위원장,소임,행위자
10754,22국,치중,비이재명계,찐윤
10755,교과서,헌법적,보험사,공포매수
10756,재갈,최대치,할증,바이
10757,돌발,고종,고시,충암고
10758,통고,탄핵사건,구조적,국가폭력범죄
10759,김주현,언변,이재묵,충남
10760,연례,주류들,동력,시장직
10761,특권주의,46%,매수,소탐대실
10762,업체들,친서,박홍근,무장군인
10763,최전선,열기,외무상,독선
10764,임의구금실무그룹,TF,서해공정,107표
10765,노무현,복무,국토부,사생활
10766,40번,관찰,푸단대,노원병
10767,마구잡이,아이콘,각고,알래스카가스라인개발
10768,단임제,예결특위,문화제,이병기
10769,조사원,손상,국가폭력,박경
10770,17.2%,자유공원,면책,2000년대
10771,김정원,귀착,레드,악법
10772,목사,포착,선거기간,김형두
10773,직원들,반목,서울시장직,순발력
10774,결과가,뒷돈,콘서트,수련병원
10775,잣대,과학기술원,대한국민,소란
10776,19.49%,선거연수원,장래,1녀
10777,원가량씩,제품,법안심사,양질
10778,회장직,전례,계엄해제요구,희망회로
10779,비서실,거국통합내각,평화협정,DNA
10780,B씨,산파,타깃팅,기쁨
10781,한미,기독교대한감리회,위법수사,38명
10782,보수적,정법,리아노보스티,기념사진
10783,3일,대동,Again,묘소
10784,이영훈,재창출,주호영,깐족
10785,SH,엿새,운암동,부활
10786,공사장,종합부동산세,1560명,비윤
10787,장류,검수완박,매체,디자이너
10788,보은,격랑,공소권,구조대원
10789,헤그세스,철강,신씨,CAT
10790,장상윤,서희경,참여연대,1.0배
10791,시세조종,라이브,공화당,일손
10792,인공,부장판사,지성,요즘
10793,미화,공채,출근길,고리
10794,호전적,청취,비정상,스스
10795,시효,법재판,다발,줄탄핵
10796,민심,무효,비서관,박태준
10797,절대적,7건,임관식,불필요
10798,경제성,통화정책,뇌물죄,내포
10799,일체,흙수저,역풍,이례적
10800,죽음,이분법,29세,민간자문위원
10801,규제법,재건위,9번,23일
10802,고교들,재명,김용옥,47%
10803,병합,구시대적,서울중앙지방검찰청,홍익국민학교
10804,진중권,연출,전경림,사업가
10805,내란선전선동,비관,장덕진,유령들
10806,18배,항공사,옹립,김영환
10807,조배숙,61명,균형화,표지갈이
10808,작전명,선호도,존재이유,0건
10809,불구자,7만,예산총칙,56위
10810,실무,관영,최종수,세평
10811,95%,대전,침체,첫눈
10812,100불,양관식,아기,관전포인트
10813,사령,실효적,고성,전략기획부총장
10814,700명,거국,20대,ASSA아트홀
10815,물리,강구,특파원,시장대행
10816,포토존,원화,NYT,공무원노조
10817,서훈,작업반,바리케이드,아내
10818,학과,협정,흉악범죄,퓨리서치센터
10819,기술적,민병덕,파란색,취급
10820,세제,의장대,광란,비효율성
10821,손질,500억,다차원적,유구무언
10822,한시,안개,축하,현존
10823,운동본부,종로갑구,구구절절,총량
10824,기대감,친분,이해도,천원
10825,안영모씨,살상AI,벵골만기술경제협력체,세부안
10826,원주,반란,대구시,루서
10827,석좌교수,정은경,인간벽,자청
10828,다이쇼,평대,Impact,소액
10829,수사국,제조업,가족관계,챗지피티
10830,PDF,권순일,EBU,대한상공회의소
10831,계좌,이만희,석방지휘,여론조작
10832,물질,지난주,조끼,직결
10833,상부,김대중컨벤션센터,옥중,검사독재정권
10834,서울고법,쌍심지,구심점,공희준
10835,교실,우크라,중도확장,공수표
10836,벨트,심리학자,태화강역,자구책
10837,3%p,개구리,정석,막후정치
10838,자택,경북도,물증들,환자들
10839,A2면,헌정회,지역주의,맨몸
10840,킬링필드,행정처,능선,방위각
10841,미끼,금요일,원리금,권오상기념사업회
10842,국방,청산,진영화,일부분
10843,문제점들,고양,사진설명,법인
10844,사직로,주요국,비율,교복
10845,파기환송,제보,진격,반론
10846,김정곤,솔선수범,금투세,김태년
10847,75.8%,Dual,반민주세력,근무상황
10848,경호대,혜안,노자,인사청문
10849,대독,정찰기,과기정통부,마크
10850,구조개혁,천리안,역임,키메라
10851,시행일,14명,진통,원죄
10852,단교,모처,홍영표,종교인
10853,전국노동자대회,호소력,증액,자영업
10854,신규,우수,8인,물가
10855,TJEP,타도,이미선,회원
10856,부회장,수면,예술,선거판
10857,합류,페이백,종지협,요리
10858,요원들,전자기록,유영성,IMD
10859,보좌진,용지,1경비,가용
10860,휴전안,양원,https://www.khan.co.kr/article/202501070601001/NUrl,외부
10861,차지,돈봉투,원본,포항시
10862,꼬리,성장엔진,관철,수명
10863,복사,무력,1948년,5~10%
10864,합동참모본부,지하,저하,38만
10865,조지연,관심사,너머,대형
10866,하원,국민끼리,우선시,직업공무원
10867,불안정성,39%,18~29세,인구추계
10868,군의원,소년공,강설,한국보건행정학회지
10869,46용사,주교,지령문,인공
10870,XAI,지향,대개혁,거부권
10871,출국,금천,책동,화천
10872,성남FC,이면,헌정수호,증거인멸
10873,맹비난,5억,광복,공통점
10874,기대난,사이트,삼천배,https://www.khan.co.kr/article/202504041435001/NUrl
10875,시장법,1~5년,수사당국,책사
10876,야합,K방산,대열,유산
10877,개인,막전,반입,배현진
10878,회계,어민,전용,신행정수도특별법
10879,포드,미일관계,중앙선관위,존립
10880,30번,사단장,장성철,캠페인
10881,선고일,문화,국민대화,4심
10882,사병,수혜자,식별,프란치스코
10883,발자국,內亂,긴축,조배숙
10884,재수,12석,석탄화력발전,출두
10885,브랜든,80세,함정,기업가
10886,바리케이드,주도권,아귀,각본
10887,장마리,최병천,비스뵈크,사망자
10888,순회,성남시장,의사면허,선장
10889,감시활동,3배,방울,소관
10890,밀월,실무회의,아파트,단체행동권
10891,근본,원색,글래스루이스,홍씨
10892,조카,계발,카드,합리성
10893,대함,축산,불용액,피폐
10894,却下,경비병,천안함,장하준
10895,부진,급락세,대기령,형식
10896,김찬식,월남,진영선,넥타이
10897,회생,조정식,64일,부속
10898,지명수배,포괄적,점령,경제동맹
10899,ZDF,정문,불소추,사실들
10900,사자후,파멸,김황식,하사품
10901,등지,청동,전문위원,技藝
10902,출발지,712%,계단,율사
10903,혁신성장,마리,885억,오욕
10904,6건,추상,융자,이해집단
10905,다발총,출입통제,방재,모빌리티
10906,적기,정상연금액,무역협회장,통상적
10907,외교력,중원,재난구호,법치국가
10908,상황실,윤석열당,진보정책,케네디
10909,과목,감세기조,평양,통상교섭본부
10910,장치안,성장책,관등성명,국회의장실
10911,이정섭,수석부의장,독립이사제,이기주
10912,서영교,성남시민들,모습들,지역통합
10913,탄핵절차,因果應報,발부,시험대
10914,비상대기,지린성,걸라,자전거
10915,심리적,입학,권칠승,국난
10916,국민당,NGO,채찍,조정장치
10917,부분적,도덕심리학,조직폭력배,도덕률
10918,고향,홉스,출판인들,가짜뉴스
10919,조인,15개,리브스,와이셔츠
10920,적립,종래,경기침체,기표
10921,아카데미,놀라움,최측근,정씨
10922,영향권,매대,대심,이동재
10923,이해식,예기,류필선,제각각
10924,마약,독자적,엔진,현실적
10925,달여,대목,국제입양인들,35만
10926,음지,改憲,한마음,정형선
10927,분권형,붕괴,유동규,신학림
10928,체포안,대영포장,포천시,6.46%
10929,고양시,善政,일선,우크라이나군
10930,액화,86만,상류,박살
10931,남동구,난망,과학,이한주
10932,기업인,불명예,전국민주노동조합총연맹,부평
10933,브레이크,副署,금단,67개국
10934,직장인,차량,유럽방송연합,파견자
10935,고교,항공여단,동지회,감소
10936,수감자,자숙,옴부즈만,경제기획
10937,오블리주,종점,여행,새벽
10938,신인도,퇴행적,발령,최고위원들
10939,표현상,당선발표,1998년,탄력적
10940,시노하라,선거법위반,모면,교실
10941,러닝메이트제,일소,경남지사,상업
10942,room,국호,입법과제들,소구력
10943,팔로어,트루스소셜,자유게시판,2회
10944,출당,조직위원장,취사반,양축
10945,대통령국민변호인단,취조,법률관계,3명
10946,수분,결함,자동응답서비스,착석
10947,탄신,증강,배려,방조
10948,관료,일본군,마시라,재능
10949,멸절,탐욕,외교력,새미준
10950,절벽,사이공,캐릭터,85페이지
10951,조승우,Alliance,용의,도식적
10952,17명,세종서,치명타,묘수
10953,제도적,巨野,교역,수줍음
10954,각자,거래들,불씨,정치보복
10955,자유의사,환호성,반목,오기형
10956,자작극설,독재국가화,가황,전산
10957,연말,소홀,커버,타협지향적
10958,본예산,국가안보위원장,붉은색,송여름씨
10959,신론,91.54%,심곡동,중요임무종사
10960,신장식,취향,대오,허은아
10961,고령자,120만,히잡,공동선언문
10962,정세,도로,하승수,계엄사령부
10963,특전사,내국인,70만,해위
10964,김장호,국제법적,우혜림,일환
10965,45%,표출,공직기강,박흥배씨
10966,소모,대입,쿼드,10.7%
10967,후임,평생,사진들,정치개혁
10968,산꼭대기,대검찰청,계엄선포,순회
10969,법과대학장,신규,15,의존
10970,안보부,스텔란티스,행정안전위원회,FGI
10971,이창수,직접적,3주,농성장
10972,패스트트랙,재검토,원자력,행진곡
10973,방황,관훈클럽,제주4,관리법
10974,특검안,나프탈리,코리아,강펀치
10975,보충적,선다형,계엄해제요구권,청개구리
10976,오기,내용상,동물,지상
10977,유류,드림통,플라잉카,윤여준
10978,이성권,MDL,10,연립
10979,묵과,경제협력,카메라,전반전
10980,고영철,추가,유엔군,가수
10981,개악법,발견,QR,6.0
10982,심판원장,얼굴,Cop-Bad,만일
10983,급증,홍보실장,초일회,폭락
10984,요즘,빗장,결사,신년대담
10985,스스로,중간선,나열,계엄령
10986,메커니즘,사회당,찰과상,위성정당
10987,대여,정연욱,확장해석,공무원직
10988,재신임,전형위원,1.9%,편애
10989,국방위원회,대기업,병사,소위
10990,비호,법제사법위원회,2%P,60여명
10991,호찌민,외통위,비현령,1899년
10992,외치,북한민주화,악용,중도하차
10993,제막식,독단,한길,내란특검법안
10994,부당행위,충청광역연합,최저임금,35.3%
10995,현장,세액,용해,허튼수작
10996,마르크스,왕벚나무,주재하,교양
10997,감방,주일,중심축,소홀
10998,사례,낙선,모순투성이,성문화
10999,유관,립서비스,국토교통부,도화선
11000,통상,가장,절감,1강
11001,https://radaronline.com/p/donald-trump-simple-constitution-loophole-doom-us-presidency-until-2037//NUrl,강준현,400m가량,새미래민주당
11002,어젠다,평지,행세,우왕좌왕
11003,다짐,니카스,별개,현실주의
11004,지방선거권,개표,불매운동,제품
11005,키어,6만,특수부,고향
11006,학생,초토화,시한,경선판
11007,이달희,버락,패륜적,임대
11008,특강,전월세,성완종,경북도
11009,헌혈제,55.1%,3040세대,박주연
11010,외교통일위원회,메모리,불통,환호성
11011,경찰청장,6500원,농림,대상국
11012,아날로그,Flag,손윤이씨,다수파
11013,묘사,자위,47번,영결식
11014,케이스탯리서치,제이홉,독재자들,자유수호
11015,근로소득자,쿠오,전문,사초
11016,수원역,진로,형사기소,무역협정
11017,22.76%,茶談,법무법,공공선
11018,5000만,오세훈법,미복귀,https://www.khan.co.kr/article/202504111512011/NUrl
11019,광주광역시,우리당,금융부자,금액
11020,테스트,터전,문화계,담양
11021,오른쪽,헛짚기,빠리,묘론
11022,휴전,4차례,일상화,91.3%
11023,막전막후,탈피,보통사람들,유전자
11024,채취,흥국화재,권위,가감
11025,부의장,2500만,연구진,기현상
11026,논외,몸조심,발견,몸살
11027,개최,난제들,기틀,우군
11028,염색,추천,평시작전통제권,감행
11029,류진,정무,4기,노랫말
11030,갈림길,조선민주주의인민공화국,살포,최장
11031,토론자,세종청사,텍사스주,3층
11032,분류,충청,7건,응용
11033,직무대리,방지법,이학재,바퀴벌레
11034,발전상,1279조,소수의견,카벨
11035,노조,소부,죄인,벽돌
11036,54.0%,주관식,대표들,법률공무원
11037,시사저널,최순실,대변동,정무실장
11038,1004명,作心,세율,스님
11039,의성군,장치,분쟁이,중기
11040,15명,러드,2%대,문화센터
11041,박성준,징역,전쟁상태,정보공개청구
11042,속담,육아,지역행,20
11043,최장집,세법안,시민단체,시신들
11044,컷오프,생산성,회기,입법독재
11045,사살,노하우,화력,포괄적
11046,골목,보고서,비판들,국가재정
11047,일익,초단,타스,17일
